rank,model,training_cv_macro_f1_mean,training_cv_macro_f1_std,fit_seconds,best_parameters,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1_score,validation_macro_precision,validation_macro_recall,validation_macro_f1,validation_roc_auc_ovr_weighted,validation_roc_auc_ovr_macro,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1_score,test_macro_precision,test_macro_recall,test_macro_f1,test_roc_auc_ovr_weighted,test_roc_auc_ovr_macro
1,XGBoost,0.8899845991780094,0.016869109130386046,172.40074966700195,"{""classifier__learning_rate"": 0.1, ""classifier__max_depth"": 6}",0.928030303030303,0.9146957103390506,0.9311424713073959,0.928030303030303,0.926699876144484,0.9517113391231398,0.9146957103390506,0.9276990753980231,0.9934401929538554,0.9947316785269629,0.9015151515151515,0.8902347035680369,0.9008446659961811,0.9015151515151515,0.9002559273131374,0.8978087755865533,0.8902347035680369,0.8931053833352683,0.9910978980822027,0.9905136222782183
2,Logistic regression,0.8967538084318184,0.007297192844792203,6.20970374999888,"{""classifier__C"": 0.1}",0.9261363636363636,0.8993207832013346,0.9278387907978273,0.9261363636363636,0.9238308877652565,0.9439530547067313,0.8993207832013346,0.9151844239012495,0.9953307397870615,0.9959837642509588,0.9318181818181818,0.9240903540903541,0.9346793253043253,0.9318181818181818,0.9312215649710618,0.9504985754985754,0.9240903540903541,0.9339308103676647,0.9935229509111982,0.9932435306167346
3,SGD (gradient descent),0.881519875605908,0.02184624993785188,18.16126058300142,"{""classifier__alpha"": 0.001, ""classifier__loss"": ""log_loss""}",0.9261363636363636,0.896472303585178,0.92654993580634,0.9261363636363636,0.9233687782424934,0.937882663404485,0.896472303585178,0.9111505582596146,0.9935602819716275,0.9943744776135017,0.9318181818181818,0.9192402659069328,0.9358838716546226,0.9318181818181818,0.9309556562146176,0.9569783410363121,0.9192402659069328,0.9325351143941849,0.992032098707777,0.9914125413536298
4,Support vector machine,0.8664633813931917,0.0068423461138104455,2.0381659159975243,"{""classifier__C"": 0.01}",0.9128787878787878,0.8837068687163564,0.9154917458377556,0.9128787878787878,0.9096693233729685,0.9363793736593029,0.8837068687163564,0.9007504638849984,0.9882924880255428,0.9899037863799391,0.9090909090909091,0.8988834622167955,0.9099326599326599,0.9090909090909091,0.9062523482790273,0.9281305114638447,0.8988834622167955,0.9066586903591887,0.9864600826117477,0.9871699051001556
5,Extra Trees,0.8849994420916069,0.008554915428524539,33.45776741699956,"{""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 2}",0.9071969696969697,0.8731021695581909,0.9128929329271452,0.9071969696969697,0.9020996691461965,0.943278080585376,0.8731021695581909,0.8918761528954574,0.9920365628233329,0.9939457003968093,0.9053030303030303,0.8663095437605242,0.9134766748403111,0.9053030303030303,0.901081710519097,0.9483713817047151,0.8663095437605242,0.8924182447473434,0.9934803358605264,0.9938529877612443
6,Multinomial Naive Bayes,0.8627455801212808,0.003917502399935541,0.5081477920030011,"{""classifier__alpha"": 1.0}",0.9185606060606061,0.8809086235737953,0.924134282599729,0.9185606060606061,0.910251448113276,0.9486313968194668,0.8809086235737953,0.8908145429305312,0.9928805914503839,0.9931383113672262,0.9128787878787878,0.8880504680504681,0.919468956968957,0.9128787878787878,0.90626395733584,0.9443359110025776,0.8880504680504681,0.8951858641478138,0.9920679936748718,0.9911881448389089
7,MLP,0.8358782685563568,0.0038285991902354487,10.423359333006374,"{""classifier__alpha"": 0.0001, ""classifier__hidden_layer_sizes"": [128]}",0.9015151515151515,0.8692176986359802,0.9032456915979644,0.9015151515151515,0.8964279075407134,0.9186634353301019,0.8692176986359802,0.8824752598900913,0.9908458338393435,0.9908683155513283,0.9015151515151515,0.8746014189151444,0.9021306818181818,0.9015151515151515,0.897183900204037,0.9155855119825708,0.8746014189151444,0.8854370127319132,0.9891140726251603,0.9875165593772685
8,Random forest,0.8258939416514064,0.0017851457137442463,18.676964041995234,"{""classifier__max_depth"": 20, ""classifier__min_samples_leaf"": 2}",0.9109848484848485,0.8629795296864471,0.9178748327219297,0.9109848484848485,0.8978199862060786,0.9472006636565461,0.8629795296864471,0.8693538216208763,0.9928392533484429,0.9948215239581839,0.8901515151515151,0.8459160302297558,0.9034989940162353,0.8901515151515151,0.8747717059845523,0.9412902861178724,0.8459160302297558,0.8480445581060992,0.9908451539317169,0.9914047592640506
9,K-nearest neighbors,0.30347408360725026,0.013385917671476587,0.8176304579974385,"{""classifier__n_neighbors"": 5}",0.45454545454545453,0.38359739133491844,0.6244150687830875,0.45454545454545453,0.3992867304030437,0.6863173574249347,0.38359739133491844,0.39110054822459334,0.7823932718991692,0.7568231295571013,0.4431818181818182,0.3131169846856121,0.5814060071872572,0.4431818181818182,0.36720674918644985,0.5421785968660969,0.3131169846856121,0.30227042966121176,0.766039570079858,0.7805808267813816
