group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,fraction_expressing_in_cluster,fraction_expressing_outside_cluster,expression_fraction_gap
0,CCL5,22.841082,5.365429,1.7923105041084847e-115,2.4475792244105465e-111,0.945054945054945,0.24397463002114164,0.945054945054945,0.24397463002114164,0.7010803150338034
0,NKG7,22.09292,5.149965,3.6970278356304015e-108,2.5243306061684382e-104,0.9597069597069597,0.22241014799154335,0.9597069597069597,0.22241014799154335,0.7372968117154164
0,B2M,18.235882,0.759635,2.678993765212696e-74,1.2194779619248193e-70,1.0,0.9995771670190274,1.0,0.9995771670190274,0.00042283298097256505
0,GZMA,17.877789,4.028471,1.7566997993867344e-71,5.997373115106311e-68,0.7875457875457875,0.12938689217758986,0.7875457875457875,0.12938689217758986,0.6581588953681976
0,CST7,17.803852,4.0548916,6.597007166699847e-71,1.8017745973690622e-67,0.7765567765567766,0.12938689217758986,0.7765567765567766,0.12938689217758986,0.6471698843791867
0,CTSW,17.605967,3.3651931,2.2169419475245786e-69,5.045759872565941e-66,0.8205128205128205,0.23932346723044398,0.8205128205128205,0.23932346723044398,0.5811893532823765
0,HLA-C,17.18342,1.0569992,3.5344507391727886e-66,6.895208470591943e-63,1.0,0.9792811839323468,1.0,0.9792811839323468,0.020718816067653245
0,IL32,16.455149,2.5705843,7.70333520012309e-61,1.3149593186610113e-57,0.945054945054945,0.5069767441860465,0.945054945054945,0.5069767441860465,0.4380782008688985
0,HLA-A,15.53415,1.0366544,2.037565270993299e-54,3.091665704520499e-51,1.0,0.961522198731501,1.0,0.961522198731501,0.03847780126849898
0,GZMK,14.678485,4.834554,8.85472433025149e-49,1.2092011545391433e-45,0.5860805860805861,0.05835095137420719,0.5860805860805861,0.05835095137420719,0.5277296347063789
0,CD3D,13.183462,2.0511441,1.092590277276618e-39,1.3564011660444996e-36,0.8827838827838828,0.47822410147991545,0.8827838827838828,0.47822410147991545,0.4045597813039673
0,LYAR,13.001436,3.0814345,1.200668990976609e-38,1.3663613117313813e-35,0.5897435897435898,0.13530655391120508,0.5897435897435898,0.13530655391120508,0.4544370358323847
0,HLA-B,12.569869,0.8707016,3.0923519262875714e-36,3.016368421813077e-33,0.9963369963369964,0.9424947145877378,0.9963369963369964,0.9424947145877378,0.053842281749258536
0,PTPRCAP,12.461358,1.6766397,1.21286774607256e-35,1.1041947960244586e-32,0.9194139194139194,0.6097251585623679,0.9194139194139194,0.6097251585623679,0.3096887608515515
0,GZMM,12.361324,2.5237823,4.231302440470365e-35,3.6114166329414566e-32,0.6190476190476191,0.20126849894291754,0.6190476190476191,0.20126849894291754,0.41777912010470153
0,HCST,12.341644,1.7026004,5.404087036723213e-35,4.3410713278524825e-32,0.8095238095238095,0.509090909090909,0.8095238095238095,0.509090909090909,0.3004329004329005
0,CD8A,12.114301,3.730852,8.871780259942486e-34,6.730723957209699e-31,0.5091575091575091,0.07272727272727272,0.5091575091575091,0.07272727272727272,0.4364302364302364
0,MALAT1,10.644287,0.61874706,1.8539849303466864e-26,1.2659009104407174e-23,1.0,0.9995771670190274,1.0,0.9995771670190274,0.00042283298097256505
0,KLRG1,10.436077,3.3307934,1.6967818671325062e-25,1.1033930084553097e-22,0.45054945054945056,0.07610993657505286,0.45054945054945056,0.07610993657505286,0.3744395139743977
0,PRF1,9.914714,2.485643,3.59284156599313e-23,2.230174746600099e-20,0.4908424908424908,0.1175475687103594,0.4908424908424908,0.1175475687103594,0.37329492213213145
0,GZMH,9.892895,3.8941712,4.469162893227227e-23,2.653516889996131e-20,0.4175824175824176,0.06342494714587738,0.4175824175824176,0.06342494714587738,0.3541574704365402
0,CD3E,9.478657,1.4872571,2.5757662080148904e-21,1.3528716667942825e-18,0.7692307692307693,0.4528541226215645,0.7692307692307693,0.4528541226215645,0.3163766466092048
0,LCK,9.370357,1.5868306,7.22881969213855e-21,3.656176359846076e-18,0.6446886446886447,0.3285412262156448,0.6446886446886447,0.3285412262156448,0.31614741847299993
0,CD99,9.228151,1.3206916,2.7534394680674146e-20,1.342891763426022e-17,0.7435897435897436,0.4790697674418605,0.7435897435897436,0.4790697674418605,0.26451997614788314
0,HOPX,8.956412,2.5529938,3.3541315387237727e-19,1.5268006764270613e-16,0.4432234432234432,0.11458773784355179,0.4432234432234432,0.11458773784355179,0.3286357053798914
0,MYL12A,8.920578,0.8206746,4.638607553830644e-19,2.043381443713267e-16,0.967032967032967,0.8634249471458774,0.967032967032967,0.8634249471458774,0.10360801988708968
0,CD8B,8.701375,2.7779715,3.2788775105109893e-18,1.3568591298041839e-15,0.41025641025641024,0.09471458773784355,0.41025641025641024,0.09471458773784355,0.31554182251856666
0,APOBEC3G,8.349869,2.0105917,6.83388171984212e-17,2.7448084931224705e-14,0.4652014652014652,0.18816067653276955,0.4652014652014652,0.18816067653276955,0.27704078866869564
0,DUSP2,8.068438,1.7854218,7.120346284421457e-16,2.62798510432593e-13,0.4908424908424908,0.23255813953488372,0.4908424908424908,0.23255813953488372,0.2582843513076071
0,RARRES3,7.943604,1.2009449,1.9638971737818046e-15,6.876661488503672e-13,0.6776556776556777,0.44820295983086683,0.6776556776556777,0.44820295983086683,0.22945271782481086
0,CD2,7.419849,1.4342524,1.172538766721535e-13,3.335872791322767e-11,0.5201465201465202,0.29513742071881605,0.5201465201465202,0.29513742071881605,0.22500909942770414
0,ID2,7.115549,1.302548,1.1146811147810738e-12,2.927324096817374e-10,0.5787545787545788,0.3653276955602537,0.5787545787545788,0.3653276955602537,0.21342688319432512
0,IL2RG,6.88338,1.0911338,5.844887841093551e-12,1.4003120764556759e-09,0.6153846153846154,0.42029598308668076,0.6153846153846154,0.42029598308668076,0.19508863229793466
0,SAMD3,6.800759,2.3578713,1.0406936895991858e-11,2.382457563152746e-09,0.3333333333333333,0.09217758985200845,0.3333333333333333,0.09217758985200845,0.24115574348132485
0,HLA-E,6.6974936,0.6186163,2.1202475051564183e-11,4.67001611780904e-09,0.9523809523809523,0.8799154334038055,0.9523809523809523,0.8799154334038055,0.07246551897714681
0,DDX5,6.6134458,0.71106094,3.754752602943893e-11,8.011703366531532e-09,0.9157509157509157,0.8021141649048625,0.9157509157509157,0.8021141649048625,0.11363675084605318
0,PFN1,6.596074,0.55301625,4.2218792172558785e-11,8.869843475514811e-09,0.9816849816849816,0.9412262156448203,0.9816849816849816,0.9412262156448203,0.0404587660401613
0,CCL4,6.4598694,2.213654,1.0479346762387129e-10,2.0739994114080962e-08,0.326007326007326,0.08921775898520085,0.326007326007326,0.08921775898520085,0.23678956702212517
0,MYL12B,6.3567715,0.70243037,2.0603809323561283e-10,3.9628960580641255e-08,0.8021978021978022,0.6896405919661733,0.8021978021978022,0.6896405919661733,0.1125572102316289
