gene,training_f_score
MEFV,14.981073578048575
NDUFA13,14.97622171315853
RP11-81H14.2,14.966768907523612
PLA2G4C,14.965184521584503
PSMB8,14.964510824122392
LAMTOR2,14.91126222154252
ANXA4,14.8208428296007
INSIG1,14.791755760533208
SERPINB6,14.782560274811415
EEF2,14.744839905979239
RAB27B,14.721315233629335
SLC24A4,14.6934903389234
NMUR1,14.687002019392043
C14orf64,14.672539883074979
ARHGDIB,14.664389782575794
TMEM204,14.652449006408773
TNNI2,14.640525355691086
CYTIP,14.638873514898203
MYCL,14.601691076571777
CD6,14.597062216835774
HLA-DQB2,14.58350465741797
JAM3,14.580849581466053
FGD4,14.529474080851893
USP10,14.517620048429476
NR4A1,14.505270665998895
HSPA5,14.498483642170976
AGPAT2,14.488528135444707
PRKCD,14.484000111015325
LEPROT,14.460490234489711
KIAA0513,14.456032291918392
ABHD17A,14.444365351008067
KIR2DL3,14.422810542709636
IL17RA,14.41130244373319
hsa-mir-1199,14.38673483047516
TSEN54,14.373726346488432
TUBA1B,14.369426936517705
HK3,14.369177891841394
RHOBTB3,14.366011884188463
SLC2A3,14.36429542295731
FXYD5,14.34477470661357
HOMER2,14.314125986122459
SYNGR1,14.307410838296741
CASP4,14.303636674384174
NUCB2,14.283008285875141
CDK2AP1,14.264769229130993
MCF2L,14.261869273169276
GIMAP1,14.241907295800615
YWHAH,14.226598152317836
ITGAX,14.206820668076137
STAC3,14.203300788070106
SEL1L3,14.195503155212176
COX17,14.167642974907128
RGL4,14.155937853264154
COMMD9,14.129182215866777
ITGB7,14.080681067605365
TSC22D3,14.04326976032922
PTGDS,14.031368013858978
PASK,14.02433957328255
PRDX5,14.023943982480661
C10orf11,14.019163163648484
BEX2,14.007366813386056
COX5A,14.004354000573375
MTSS1,13.990562454378512
ATP5J2,13.976089533518616
SEPT1,13.962572866882658
RNF149,13.926714494957753
CETP,13.92633280466799
MGAT4A,13.917523953812434
RORA,13.906564623153278
RIN1,13.903102874466063
TNS1,13.85072826549786
PTPN18,13.839981958157555
SOCS3,13.839940335234552
BAX,13.832361816586378
PCDH9,13.826343651813266
HLA-DOA,13.797467330356596
SECTM1,13.778983899031461
SH3YL1,13.749565567617775
FHL3,13.73706089220398
SKP1,13.710652176139492
KCNE3,13.70710176810903
TIMM13,13.701290395080125
C15orf39,13.69941765632198
CMC1,13.679324722311792
COPE,13.666174661631022
COX4I1,13.648018941413438
TREM1,13.63765169879574
EMR1,13.62198698826076
UQCR11-1,13.604186494514327
CARD9,13.59683372166108
NBEAL1,13.590452667747135
TNFRSF13B,13.49985591891296
CAPN1,13.490331065713605
LAP3,13.471311076300973
HCAR3,13.462839467864518
PHACTR1,13.4590883152544
BCL11B,13.456695163299404
LACTB,13.44510582874508
ZNHIT1,13.427557357769508
KLRB1,13.378884225412412
SELT,13.36712815676602
DENND6B,13.36373495119509
CD44,13.332715064093685
DSTN,13.320019852618794
ARL6IP4,13.283262485707558
SNRPD2,13.255702821753166
GNG2,13.24557385079255
ARHGAP21,13.24554531321239
PRDX6,13.238934260577237
ARHGAP29,13.223641290482313
RP11-428G5.5,13.220961077982608
ATP5B,13.205398604017795
H2AFJ,13.188244705792536
FMNL2,13.187915173611671
NDUFA11,13.147526473433363
CD1C,13.113529561347534
GTF3C1,13.103573571364675
MIDN,13.086068167069968
ORAI2,13.059079491675181
GPR183,13.053896502636984
NIPSNAP3A,13.047808714729936
TPM3,12.990095926790762
NBPF10,12.982958639633958
IL13RA1,12.962812664004758
RCAN3,12.96215827890977
ARL6IP5,12.9209284734366
SLC15A3,12.910074727658852
STOM,12.885944240887243
ASGR2,12.881017841781208
ERBB2,12.87547461471182
COQ2,12.858756373514453
TRAPPC1,12.833454076616047
CD48,12.8019218691498
PPT1,12.800649725285416
CBR1,12.795664278634737
C1QA,12.781404206266421
MTHFD2,12.759759870611532
IER3,12.740104857868406
NPL,12.710545028869547
NLRP3,12.696165812450552
ADRB2,12.66283371661002
HSPA6,12.63699062919014
PPM1N,12.63001170085254
RAB8A,12.618936034777219
TREX1,12.616727818749395
CMPK1,12.616702750205983
MRPL23,12.613598847846472
CD5,12.576268038318902
ARAP1,12.559941924129593
NRROS,12.54761253858266
SRSF5,12.546748266653404
EHBP1L1,12.533719847109984
LFNG,12.52664267603126
F2R,12.519807236091008
PBLD,12.500978513903027
CAP1,12.499496549096133
P2RY13,12.491794872117856
EIF1,12.455638884645655
BTF3,12.429230904101429
WNT11,12.408289606099755
IFI35,12.384478745440703
BTG2,12.379808542721287
GPR114,12.306624803675648
APOBR,12.300157982319954
ENDOD1,12.285550986320422
CMTM6,12.263604412539623
TMEM176A,12.244949064845011
PNISR,12.211965204148655
LBH,12.203118227380235
CAPZB,12.202317447493082
PPA1,12.199325804993784
LAMP5,12.19127735891996
MBOAT7,12.185756774587228
UBE2E2,12.18390801747653
SCGB3A1,12.17637251821247
NT5M,12.1679838700571
HIST2H2BE,12.165029377241613
RAB38,12.142519134681423
TRADD,12.139966368696902
CHCHD2,12.115456861519379
PGK1,12.103851052712681
EPB41L3,12.101443141604245
MYLK,12.096160565652871
WIPI1,12.079114603948703
PPP4C,12.068470628517808
CXCL2,12.067362358114101
LRRFIP1,12.064565058849507
NDUFB2,12.047136345948264
NFAM1,12.043307870689958
AC092580.4,12.017694138964604
IFIT3,12.002698968269549
FHL1,11.995386367246955
EIF3K,11.992590847134446
CD55,11.990532821379437
TMEM179B,11.948624969696548
SENCR,11.94251955966134
TSHZ2,11.937549356001233
CCDC167,11.904999998568197
MYOF,11.90292501108925
ENY2,11.87873385819356
NOTCH2NL,11.877204473126785
ENO1,11.871891295646144
CCL3L3,11.865490789033446
EMILIN2,11.860725198150304
COMMD6,11.83129768656565
S100Z,11.829467186067719
PLXNC1,11.826508681986084
DNAJB6,11.816754818342039
SH3BP1,11.815515212177967
MAP3K8,11.767545877655563
MCL1,11.752761787741541
NEDD8,11.744777599042472
UBE2R2,11.726019541932873
DAB2,11.700256462423107
IMPA2,11.689965796222756
TSPAN4,11.667689172486416
OSBPL10,11.667413047412422
SIRPB1,11.64136114639395
HNRNPA2B1,11.62659666012883
APP,11.62489047214785
BATF,11.553515319277686
ODF2L,11.53602132747728
LINC00937,11.52254425122642
UBL5,11.481347209389495
BSG,11.474653641133619
HES6,11.44946831320674
NDUFB1,11.443130557476303
GUCY1B3,11.442057508615198
CKLF,11.4200071185242
MOB1A,11.409568017007778
COX6C,11.39890690738413
SYPL1,11.397819565995412
RP11-222K16.2,11.387945407699531
ARF5,11.380437057343599
BZW1,11.366176754338284
TBC1D10C,11.337635874364066
CMTM8,11.334363049729783
TMEM154,11.330643119647556
PHF19,11.328091772822908
PCGF5,11.327949409713657
EIF3E,11.322277960539278
SIGLEC9,11.308313243236938
TAX1BP3,11.303115077635841
SDF4,11.260706946814546
CLTB,11.255272065298831
DENND2D,11.238962916541153
HNRNPDL,11.236248286776306
C9orf142,11.232067564304414
TLN1,11.22620279625868
CRIP2,11.20412558295338
RNF7,11.203524274370936
SIGLEC7,11.201708282917792
SYTL1,11.193558044123941
UPP1,11.152396685644625
RTN3,11.1445658567001
SH3BP2,11.140913666870087
GATA3,11.135324661284166
SSX2IP,11.13415632322698
EML6,11.125250160469179
SIGLEC5,11.102249239107353
NDUFS6,11.086619134234281
SEMA4A,11.079731591922176
SH2B3,11.070600792027918
HEXIM2,11.066665035452456
MYADM,11.04252081910476
PI16,11.001747148462165
MZT2A,10.991614316108038
DERL3,10.979463178981659
ADK,10.971370859159837
FYN,10.967694309001063
TXNDC17,10.95463145168211
PSME1,10.954077078503145
CISD3,10.942041126906881
RIN3,10.941225186981677
CAPZA2,10.94027931105174
AKIRIN2,10.936172377781725
NSG1,10.933655715889415
RIC3,10.886028489969474
SIGLEC1,10.877537113182134
ICAM2,10.86955302630246
GRB2,10.864709657301114
LCP1,10.85328498713908
CORO1A,10.850036802279396
C2,10.847761704404139
LTB4R,10.838624519038381
ARHGAP27,10.83319952061143
PLIN3,10.816531306416762
TNFRSF18,10.805109105056358
AMPD2,10.801935915860101
FAM45A,10.785321045180849
BACE2,10.771189209874388
GNS,10.769073910681229
ZNF841,10.76572748880788
GAA,10.75571181933435
ST13,10.741740528294711
HSP90AA1,10.737960259592723
HES1,10.719600630385221
SEC14L1,10.711968241583056
TSTD1,10.710511801098054
CTNNAL1,10.698814413383914
THBS1,10.695879920147506
NADK,10.69480970429855
IL10RA,10.693923060049961
ARF1,10.679487456589412
GMPR,10.675703377904899
RAB34,10.665971730164284
ORMDL3,10.654686063872392
GPR18,10.63275459859778
MSRB2,10.61812059431103
ADTRP,10.577684390034255
PRMT2,10.568707253682508
ENTPD1,10.556409043577121
PTGES3,10.556151318518365
HMGB1,10.542854128624752
PLAGL2,10.535245015442579
SNX18,10.529354531837788
AC013264.2,10.526723357116186
TSPAN3,10.526693227489199
IL1RN,10.5188054253561
RNF181,10.509713253720731
LINC00861,10.506232776626236
E2F5,10.503193563242803
SPCS2,10.497823236746356
MRAS,10.4902163137352
CSK,10.466461164033285
PARVG,10.463136383049378
SOCS2,10.45616371952928
TMEM50A,10.449330983827645
NCAM1,10.430437311439785
LDHA,10.415833679369895
TUBA1A,10.404024125836303
CRTAM,10.39790920215189
AC011899.9,10.388938982879163
ANXA2R,10.37714985306353
RAB7L1,10.372418975008928
APBA2,10.365930667511815
LTA4H,10.33637742167533
SUN2,10.327385654529511
APRT,10.327253051917118
COLGALT2,10.32342520177956
CXCR3,10.298045295445691
ETS1,10.29604420888582
PTPN4,10.287037394450913
SVIP,10.278211463948525
STMN3,10.272044490228904
LTBR,10.2706833833255
NSMF,10.269326674828994
MIR142,10.269256813242281
SCARB2,10.26150940918218
LMNA,10.253086409988713
H1F0,10.245466274360847
DBI,10.241132366637048
RP11-1008C21.1,10.229046821053759
RP11-65J3.1,10.224012279359975
PHPT1,10.206094994647906
AHNAK,10.194337742133573
CASP5,10.19352679725232
RABGAP1L,10.184869126185989
VIT,10.180564210022679
OSBPL5,10.159892739411784
PDXK,10.157357312004075
ZFHX3,10.157225364423645
CD164,10.155856092216034
ARG2,10.132191535398198
GFOD1,10.127696206554287
TIMP2,10.103333296942422
ZNF778,10.098508532966198
MAP3K3,10.08864792923834
FXYD6,10.063362829709
SRP9,10.061281075630985
GSTA4,10.042334099663695
UBL4A,10.027608102402773
CALR,10.001223183277899
RILP,9.999347481342403
MLC1,9.997961127828018
RUNX3,9.98937732868872
PTPRC,9.986789502609044
SELM,9.98614007294957
SIRPG,9.943647221051243
IFIT1,9.936518716388262
SGK1,9.908872595752824
UBE2J1,9.905669671202809
RPL36AL,9.88621516598
ROGDI,9.876695042112342
PLEKHB1,9.873056554708874
UCP2,9.86972564073575
MOB3A,9.85611020153933
SLC25A3,9.846803101662386
PRR13,9.840901264698111
SPG21,9.836667177697496
LILRA6,9.832013615276768
SKAP2,9.822303696681532
IL18,9.816221417237943
VAMP2,9.813380424813937
DCK,9.808892971727428
JAKMIP1,9.808034802107247
GPR171,9.799361237503815
LPCAT1,9.777483889352059
SULF2,9.772518537022362
CDC42EP4,9.758541874145827
C3AR1,9.754098763489049
SRA1,9.749333838200464
MIB2,9.740742447273654
GBP5,9.731638542669424
PTP4A2,9.722200804750438
RPA2,9.715570604084238
ANKRD12,9.710214959635513
MARCKS,9.695872322273093
CYSTM1,9.692926079036464
RP11-142C4.6,9.67575855291479
EVI2B,9.670452798548697
HSH2D,9.664994237542619
C9orf89,9.638821088333023
PAX5,9.638108657658412
TRIB1,9.636082586401283
FEZ1,9.609140015166796
PLA2G7,9.604997330051148
LGALS9B,9.579778488070847
HRH2,9.574367216849721
PRDX1,9.573961594035515
RAB3D,9.571004134687337
MACROD2,9.56562802265863
NDUFB7,9.550955229463165
LINC00152,9.550378757949531
ITK,9.542316180672165
SH3BP5,9.540558641252982
CAMK4,9.522495708452134
METTL7A,9.500055123554962
SMARCB1,9.48498365185589
SBDS,9.483775151817742
MYO9B,9.475440650675688
TNFRSF25,9.45722479512223
C11orf21,9.451056973458268
PTGIR,9.44653325545304
CIRBP,9.444832201410314
TFEB,9.44313522752802
PRKACA,9.437354046622133
TNFAIP3,9.430956438140365
GIMAP6,9.428112458587366
UBXN11,9.427008976228429
MMP24-AS1,9.417686207480852
ATP5D,9.407658375952453
GCHFR,9.402731322913048
GFI1,9.401462779507723
CCT5,9.385113031930565
CD93,9.38051132213175
PDIA6,9.379376920807875
NDUFS5,9.37214677961384
CDC42EP2,9.36465963752582
YPEL1,9.353419749168836
GDI2,9.343449752583206
MCUR1,9.334475281990182
CAT,9.33206817402456
IL12RB1,9.295785277018421
IGF2BP3,9.280729933043094
ETFA,9.265141677668025
CDC25B,9.255415109185947
TC2N,9.25010424892983
MT-ND3,9.245779628791444
MTPN,9.245136000505457
ORAI3,9.244904377266312
FGD2,9.240835679098772
CTBP2,9.22795937259727
APBB3,9.210749361621563
HBQ1,9.202160561576916
FAM13B,9.201764903445786
PSIP1,9.187848026104753
RASGRP4,9.175280570850788
ARID5B,9.173436469583441
TBC1D4,9.170484733429594
LAIR2,9.167232299619014
DPEP2,9.143073984109373
FIBCD1,9.141567354411992
KIFC3,9.141049148394915
UQCR10,9.097669078747998
RHOF,9.092767861134494
SMS,9.09212804248247
SEC62,9.087765105881646
KLF2,9.087703091052898
HAPLN3,9.080627410154964
SEPT9,9.07402540406759
PPP1R26,9.072740703868618
RNF13,9.068121061660543
EIF3G,9.058103692588839
SHKBP1,9.057942834309754
IRF7,9.05639066960033
DUSP5,9.052242880191656
WSB1,9.05069125870693
EIF6,9.044257893401646
DUSP23,9.039768950551007
STX10,9.028441558960704
RP11-221J22.2,9.027570102878336
SSR3,9.021031588839227
STAT4,9.015661561090376
GBP2,9.00781172856275
GNGT2,9.002461952131327
CALHM2,8.966868279722224
DAPP1,8.96337405313964
PRKCB,8.960457027571072
TRIM16L,8.956460649032538
ZBTB16,8.945033170630241
TSEN34,8.942328880720432
PPM1K,8.939352217366329
FAM212A,8.937375717082125
RP11-1399P15.1,8.932444794457128
EREG,8.931248491463192
CD163,8.927014537285569
DHRS4L2,8.923050406500181
VMA21,8.92296618820558
ICOS,8.919860212043492
GUCD1,8.91677473585112
PRR5,8.905797205499788
CISH,8.897227751153522
TMEM243,8.884751497649928
PARP1,8.883709017345266
CTC-523E23.11,8.878110891179084
SRSF7,8.875698906073348
CTA-250D10.23,8.868741231045073
OSTF1,8.856691413719203
FIBP,8.838483525621383
ARPC4,8.818331407005108
L1TD1,8.803098286087106
PPDPF,8.802157407554427
FCGR3B,8.800713676555118
HMOX2,8.799729165778729
ABHD14A,8.79748983809808
TLR2,8.79603858206486
RP11-291B21.2,8.780240429875112
TADA3,8.77991032528678
PILRB,8.763369175911565
CRTAP,8.760500086101104
CYB5B,8.75518082845504
MIR4435-1HG,8.74191496991716
CAMTA1,8.737036228830009
MARCKSL1,8.719968896182712
CTNNA1,8.713139481572323
ATP1A1,8.711494973942619
ATP5G3,8.706629049485608
CD96,8.701676505369383
RTN4,8.699718703655176
CHST15,8.69285447163317
SDHB,8.691079766041174
MYLIP,8.68607681894624
OGFRL1,8.68258997712446
SNAP29,8.658401073671417
LAMTOR5,8.65642933474447
CD81,8.65425453834129
GNAS,8.653697307474223
CSNK2B,8.636582053509583
CCDC107,8.628482852558628
PCSK1N,8.624614952384169
ANAPC16,8.618601361470578
EPN1,8.618597873629755
SRSF9,8.617585960393384
PIM2,8.591329340265398
LSMD1,8.589988459648549
SNORD3B-2,8.587450349075855
HLA-F,8.583285308898095
PSRC1,8.567224028098071
DNAJB11,8.566341339945803
NDUFV3,8.565004989640657
SCP2,8.56240311896153
GHITM,8.553637706895163
ATP2A3,8.54354189014998
BCL11A,8.536957752993935
UBE2D1,8.530359173106685
CNIH4,8.529398224213345
SLC4A10,8.520196240703317
EID1,8.509564875207786
ACAA1,8.497326815304618
PATL2,8.495848292081403
TECR,8.495420550522441
KDM4B,8.494014377378798
CCDC104,8.49232027527539
RAB5C,8.487103752827053
JOSD2,8.486935843608933
BTLA,8.477680259508428
SP110,8.472548099924955
CDC42BPB,8.456111424829311
KCNG1,8.45587476928103
ACTR3,8.440511448600796
RP11-1398P2.1,8.429376928330798
OSM,8.42093889690601
RSU1,8.420844553629529
IDH3G,8.411127997083572
SPTSSA,8.404991658435634
FBLN5,8.402569396396977
FAM49B,8.392119210274014
TESPA1,8.388400868839575
KCNMB1,8.385602611143453
CHCHD5,8.38502632611314
CCDC109B,8.38423592923167
FAM3C,8.380370256827815
ZNF706,8.375017309111206
TUBB2A,8.353559084351938
HENMT1,8.353526949981282
RAB11FIP1,8.340083842010332
SEPW1,8.331608897993103
TLR8,8.316658279617203
RCN2,8.308788270193794
ATF5,8.3045826208146
ATP6V0E2,8.298235704891153
SELPLG,8.29707981075029
KCTD12,8.294156626477518
CD82,8.28221949844559
ZDHHC21,8.276494325419833
HIST1H1C,8.267814361258033
NOTCH2,8.265248926004555
TLE1,8.254448482662738
HCAR2,8.25417214109028
AKR1A1,8.246664973627908
TBCC,8.246159595661013
RRAS2,8.219641096800633
RP11-16E12.2,8.195902472376508
KIAA0040,8.194729194558931
BCL2A1,8.18998425937711
IRS1,8.15581087479959
METRNL,8.14712849578542
KCNK6,8.136145803099314
IRAK2,8.1313313370428
TOLLIP,8.126723491393275
RP11-485G4.2,8.120998045578492
TXN,8.114930252809666
TNRC6C,8.105763271143552
P4HB,8.102421975703905
ZNF524,8.087318325463032
C1QB,8.084618347505517
ASAP2,8.080447774504389
RAB13,8.078898942974687
RPS6KA4,8.07471029971485
SNX22,8.069375773448536
GNPTAB,8.053774355048413
PGAM1,8.048808400659558
TBCB,8.047060450359405
CXCR6,8.040369035758365
CYC1,8.038393931843498
DOK3,8.03824405302487
MAP2K3,8.026926630540482
ARL6IP1,8.025733054075761
ATG16L2,8.024424045134396
TBC1D8,8.01636990598998
FAM102A,8.010286899533433
SPTSSB,8.008645686444584
MIAT,8.001699274083029
SRGAP2,7.984797221081972
DMXL2,7.978726728390849
ETV6,7.97844073946745
CD28,7.97609403646448
ATP6AP2,7.967786643297608
NDUFS8,7.967526154210177
LPAR6,7.961300190475349
GNA15,7.958299564287441
NQO2,7.955225758931178
CYP27A1,7.939117639447544
ADD3,7.927927366640477
WDR34,7.92553294456157
RP11-164H13.1,7.919107672547152
GCLM,7.916535345568649
IFT57,7.915181451577091
NDUFA4,7.914645145878303
ARHGEF3,7.913517701129142
MT-ND4,7.909266137149421
ATP5H,7.896896653337069
SF3B5,7.875698262671383
CD320,7.870456517885143
HSP90B1,7.869577344088292
ATP5C1,7.86695732125223
OPN3,7.854623905011265
DCTN3,7.846142553252377
MT-ND2,7.836138492550971
PDE6G,7.824254262106168
FAM214B,7.824009662358347
TNNT1,7.818153674616832
SLC27A3,7.816631847062226
RER1,7.808825152803344
LAPTM4A,7.808061615980766
TMEM173,7.804843380207307
SNF8,7.792247708193532
CHMP1B,7.788194457120638
COBLL1,7.784491965943483
TUBB6,7.781955904387984
TCN2,7.781440564981759
AK1,7.780087933064022
RNF144B,7.778437693986552
HMGB2,7.775761268031567
GUK1,7.775592869281941
RAB11A,7.774874732788245
SH2B2,7.763776690375505
GNB1,7.763229898510498
SEC61B,7.754573637962355
KDM1B,7.7534547200439325
FCER1A,7.749319641216769
CHN2,7.738492128492117
CPAMD8,7.738280166567031
CCNG2,7.723643664308563
PSMC4,7.717245367445555
RRAS,7.689300347411667
CCNY,7.687959682776104
RASSF5,7.680332836591768
CFLAR,7.676251460823922
SH3GLB1,7.6729450722115695
ADRBK2,7.667044720892627
HERPUD1,7.654869685169939
IFI44L,7.654570312006056
G6PD,7.6417306977473505
IL4R,7.641663617216752
IFIT2,7.640159279851047
RENBP,7.637034452277656
CYB5R1,7.636583944382287
PSMA4,7.6184383203780035
HM13,7.612915609603969
C15orf57,7.607105985904339
ITPK1,7.601441933251901
UBAC2,7.600262988116209
SLC44A2,7.571816649877034
HNRNPK,7.560314117576173
AP5B1,7.552129822756426
SNORD3D,7.550976618668613
KRT1,7.5484670217388
MAGED2,7.54515208151194
NDUFA2,7.5428629016492
HIST1H2AE,7.539509433566278
ZNF615,7.539437084811473
BEND2,7.5324175816729735
NOG,7.52395509975013
BASP1,7.515530494687487
PTPN7,7.514093486307137
IL10RB-AS1,7.513309636336412
LGALS9C,7.512994044221187
CCDC28B,7.494471698110154
MILR1,7.491906620110343
CLIC4,7.4888009334803565
CAST,7.484419438298683
LAIR1,7.480157224337097
BCAS4,7.478161417251114
OAS3,7.4776453705705945
DNAJC1,7.472356433111299
PRKCDBP,7.46915817322114
ABRACL,7.4601612657735945
BPGM,7.454261608342233
PPP1R17,7.454204869941544
SEPT6,7.453715530304588
AP003774.6,7.450010420868845
KDELR2,7.44865006522149
DDX18,7.441493385984588
CDC42SE2,7.4385984442652
VPS29,7.426156238950379
SQSTM1,7.425085196931392
CAPN12,7.42236353863186
DAAM1,7.4210623743172235
SLC43A3,7.402171613491767
LY9,7.395944878551985
PTMA,7.39572105139271
CTDSPL,7.394645160897387
DDAH2,7.391779812358693
C9orf16,7.383527798470263
LAMP1,7.369168167027969
FAM177B,7.367103141292385
MARCH3,7.36341343905896
SRI,7.363046251885902
RASAL3,7.3587292040912775
ABHD16A,7.347098537421414
UPK3A,7.345941052161277
SFTPD,7.340929984975582
CORO1C,7.3368150346897
CCR6,7.3339100658042815
HEG1,7.3336400151086805
M6PR,7.326132396831476
HOXB4,7.316410613611531
PPP1R2,7.303998577994161
ZGLP1,7.302906651788154
LEPR,7.299118157259768
IRAK3,7.298344094687144
PTMS,7.292964106286716
GPR20,7.256624735874048
PAWR,7.255573849666099
CYTL1,7.252002607374973
AC006369.2,7.248931921177047
SQRDL,7.24834228354689
SLC9A1,7.244682830364264
OXA1L,7.242362141099334
ZG16B,7.23878790378886
FUT7,7.231473409696476
ERP44,7.2169253604553045
NUDT3,7.215441920523027
EFNB1,7.210407458318382
CCDC88A,7.208043338078635
CCDC88C,7.205751040854166
VAMP3,7.201497701620754
ATP6V0E1,7.194888833344165
BUD31,7.193603000079234
RASSF1,7.192995975095757
UBE2L3,7.180464414181508
CYLD,7.178103157368239
FKBP15,7.173320162982768
MAFG,7.171375829481961
DKFZP761J1410,7.165136373152646
LYSMD2,7.1640266069032394
FFAR2,7.161520839552016
TMBIM4-1,7.1597326300906055
RNF125,7.156859846681182
FAM107B,7.144295656039505
OAF,7.142839154130344
PLIN2,7.1400241831165285
CRAT,7.136588505621994
SETD3,7.132627316894218
NENF,7.132484259527591
TM6SF1,7.126063222799687
DBNL,7.120978793445075
RALB,7.12050126022545
CNFN,7.106583392829958
MANF,7.104606386904754
PPIA,7.092763706163189
PPP3CC,7.090832685049181
SYT17,7.087586362433586
HNRNPA3,7.0871200882312655
TRAF5,7.080251266844233
LMO4,7.075562895581638
TMED9,7.066153034592759
GYG1,7.06575782281369
CLEC11A,7.064883042001872
TOX,7.047572613119297
GIMAP2,7.042547576525871
OST4,7.0394225199936855
PARK7,7.03712687674364
FCRL5,7.0328007033603255
MBP,7.010556716478968
C19orf53,7.005978054598893
PARP14,7.002761319686729
GNAL,7.00034638063433
FKBP8,6.997380319131935
PDGFD,6.97928270597743
PSENEN,6.978531401595506
DOCK5,6.97691560216787
SP100,6.974226336763928
SNORD3B-1,6.970759420453203
WIPF1,6.963808472488669
CMKLR1,6.962899758686559
CAMKK2,6.945844784624176
RAB7A,6.943770490531782
ASRGL1,6.94024497867542
CTNNBIP1,6.93934690802926
NDNL2,6.9374871568843774
ITGB1,6.930486082272722
TNFAIP8L2,6.926236867705664
IL23A,6.925866854279008
CD300LB,6.906102236925593
CXCR5,6.900060458191114
SNHG8,6.8980693132147275
SLC46A2,6.8964967866162175
ADRM1,6.894212021211329
COX11,6.892843534367044
TNFRSF17,6.8860109288364
LINC00649,6.881276777055236
TSPAN2,6.871876690603661
FUCA2,6.870703187194493
SON,6.867696899119391
CHMP2A,6.865893154552921
SIGIRR,6.854010278096206
CHPT1,6.850620709253805
MEA1,6.831641301089193
EPS8,6.829278811547276
HOMER3,6.8274262734382445
RASGRP2,6.8214279946154575
ARHGDIA,6.820704757536867
SYTL3,6.819172009190866
ZBTB32,6.8179067524491686
HNRNPF,6.815777696007025
RNASE4,6.8154424001852725
GOLGA7,6.814410762727712
MZT2B,6.811890883982714
PACSIN2,6.810781640594284
GPSM3,6.809409112093189
FPR2,6.803193661967581
UQCRQ,6.797928784084978
SF3B4,6.792891194104604
POLR1D,6.784613959609201
BNIP3,6.775758272568488
HCLS1,6.769457144423459
DEF6,6.761611377813527
ARPC1A,6.756022842043505
XRCC6,6.7441070418528595
TPRG1,6.730718176203063
WAS,6.729067032727577
FOSL2,6.723331161256929
MS4A14,6.720001137672902
ANAPC11,6.713942396916998
RP3-525N10.2,6.711314027284134
SMC6,6.710920074533621
IRF5,6.704734070774628
TOB1,6.697078242524017
PYCR2,6.695636341634587
GUSB,6.688998881137822
VKORC1,6.68650405491838
STAP1,6.683722236613447
CBFA2T3,6.683440061946368
PITPNC1,6.681652876102847
CDK2AP2,6.679541883367634
MFNG,6.658549746108648
TIMM8B,6.656373551309401
RP11-378A13.2,6.644600263921935
PHC2,6.64239077248978
RSAD2,6.640750261754925
CHST7,6.6389144256252495
SIAE,6.631562197820966
FMNL1,6.629237168880748
ZBTB7A,6.628693666639648
FAM127A,6.626365696220331
TAP1,6.620167728290614
IDH2,6.615576016704195
NMI,6.61273027861788
POMP,6.603653398340366
PPIF,6.6036442657429815
BTN3A2,6.599878456357992
RP11-514O12.4,6.596756707658502
GLA,6.594725629692367
PLCXD1,6.59451815157803
RAB4A,6.586986179610956
ARHGEF10L,6.577956266678558
MT-CO3,6.566484665305189
RBBP6,6.564507963298194
IFI27L2,6.5640908741800565
C19orf43,6.561622431166866
MPC1,6.554879761334789
RAP1A,6.540488359198715
TERF2IP,6.5331507806921865
MAX,6.527309688879211
RNF167,6.523482215372647
COX6A1,6.522342396322634
RASGRP3,6.519613748236578
RALGDS,6.516254810193575
SMAP2,6.515034488414587
MAN1A1,6.513425480542446
ZCCHC7,6.508563045304827
PRDX3,6.50569858719463
RP11-295G20.2,6.505384824964116
PSMA5,6.491549477044719
TES,6.49054526037457
LRRN3,6.487001816273371
PPIB,6.481447500760518
SNAP23,6.480940777766325
PRKAR1A,6.4717753309692085
AP003733.1,6.464532162636258
STRN4,6.455732249249383
ZNF581,6.45485398993029
CMTM3,6.435545691188695
TRAF4,6.427799307174705
STAB1,6.4238734272107605
RP11-104L21.3,6.422682912837788
WASF2,6.414939045367179
NDUFB11,6.407532653861115
ACTR2,6.407499222443889
PPP1R9B,6.403071234935002
JAK1,6.396127872713926
PPM1F,6.3917342508793356
JTB,6.388157236457933
GCH1,6.37908638436309
CLEC4G,6.369338245119611
PTCH1,6.368939482523411
SLAMF6,6.36700132741856
MAPRE2,6.364728842526552
EHD3,6.364521353809254
PTPLAD2,6.361877487100384
SCNM1,6.3615541653875285
AL928768.3,6.358918055875808
SDF2L1,6.356479824014096
NMRK1,6.356295411927258
SNX27,6.344016490444028
CYSLTR1,6.342370754867069
MYH9,6.337294538823628
NDUFB10,6.335446027808693
TPMT,6.325252615432383
ASF1A,6.322475543902352
LGR6,6.3208686807075205
RP11-18H21.1,6.319834851361537
C11orf58,6.3184200715294745
UXS1,6.312734948890667
XXbac-B135H6.15,6.3123493541801565
PEPD,6.311901108048668
CHI3L2,6.305263719753451
PSMB2,6.304304273218717
EIF4B,6.301398350379925
NAP1L4,6.297631677938112
MAP3K11,6.282829399190342
CITED2,6.281960833622278
SH3TC1,6.279072141862898
PAIP2,6.276393604950091
LSM10,6.274569132128819
TNFSF4,6.271940569041534
TMEM59,6.271755792074862
RMDN3,6.264919948539184
