cluster,cell_type,representative_rank,gene,avg_log2FC,adjusted_p_value,pct_in,pct_out,specificity_delta,capped_neg_log10_adjusted_p_value,marker_score,selection_tier
2,IL7R+ memory/helper T cells,10,SPOCK2,2.0154731,5.018825609506572e-25,0.4385382059800664,0.1414538310412573,0.29708437493880907,20.0,11.975311322389677,primary: pct_in >= 0.20
3,Classical monocytes,1,S100A8,7.360887,7.62162301279336e-225,0.9422310756972112,0.1203183520599251,0.8219127236372861,20.0,121.00013365112585,primary: pct_in >= 0.20
3,Classical monocytes,2,LGALS2,7.0165505,2.403731984630923e-211,0.9083665338645418,0.0505617977528089,0.8578047361117329,20.0,120.37660500134295,primary: pct_in >= 0.20
3,Classical monocytes,3,S100A9,7.1833234,2.2115339447633668e-238,0.9760956175298804,0.2120786516853932,0.7640169658444872,20.0,109.7636189749541,primary: pct_in >= 0.20
3,Classical monocytes,4,FCN1,5.4703546,1.1434267339458408e-201,0.9362549800796812,0.146067415730337,0.7901875643493442,20.0,86.45212355002464,primary: pct_in >= 0.20
3,Classical monocytes,5,CST3,5.8571362,2.2832867344300277e-223,0.9920318725099602,0.2584269662921348,0.7336049062178254,20.0,85.9364770541206,primary: pct_in >= 0.20
3,Classical monocytes,6,TYROBP,5.471521,7.936129847860724e-222,0.99402390438247,0.2574906367041198,0.7365332676783503,20.0,80.5991448260143,primary: pct_in >= 0.20
3,Classical monocytes,7,CD14,6.178094,2.1531535928576277e-103,0.6414342629482072,0.0271535580524344,0.6142807048957728,20.0,75.90167874464689,primary: pct_in >= 0.20
3,Classical monocytes,8,MS4A6A,5.8542123,1.466062420450863e-114,0.6812749003984063,0.0355805243445692,0.6456943760538372,20.0,75.60063916670398,primary: pct_in >= 0.20
3,Classical monocytes,9,LST1,4.502578,8.208264157819851e-171,0.9581673306772908,0.2153558052434457,0.7428115254338451,20.0,66.89133665129742,primary: pct_in >= 0.20
3,Classical monocytes,10,AIF1,4.549419,6.385215098489244e-173,0.9581673306772908,0.2373595505617977,0.7208077801154931,20.0,65.58513220410492,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,1,FCGR3A,5.5800724,2.01964629232434e-83,0.95906432748538,0.1325496554519659,0.826514672033414,20.0,92.2402341921741,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,2,IFITM3,4.8395777,8.11845603986494e-80,0.9824561403508772,0.1734900689096068,0.8089660714412704,20.0,78.3010831880756,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,3,MS4A7,5.1441736,1.499904248053944e-58,0.8011695906432749,0.0705310093230644,0.7306385813202104,20.0,75.1706340233776,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,4,RP11-290F20.3,4.9943585,5.524284345280325e-60,0.8187134502923976,0.0668828536684231,0.7518305966239746,20.0,75.09823061618037,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,5,LST1,5.176203,5.8328983912249425e-92,1.0,0.3121199837859749,0.6878800162140251,20.0,71.2121320713417,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,6,FCER1G,4.8471103,5.865870177540914e-90,1.0,0.3137413862991488,0.6862586137008513,20.0,66.52742389866235,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,7,AIF1,4.8821406,1.6440504102611504e-87,1.0,0.3311714633157681,0.6688285366842319,20.0,65.30629906769356,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,8,SERPINA1,4.2461824,4.230556733394591e-72,0.953216374269006,0.1978111066072152,0.7554052676617907,20.0,64.15177104825571,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,9,CDKN1C,6.3716245,2.851057545286956e-25,0.5029239766081871,0.0081070125658694,0.49481696404231773,20.0,63.05575782215301,primary: pct_in >= 0.20
4,CD16+ non-classical monocytes,10,CFD,4.121818,1.0000239600531786e-63,0.9415204678362572,0.1807863802188893,0.7607340876173679,20.0,62.712149111096885,primary: pct_in >= 0.20
5,NK cells,1,GZMB,7.890887,4.623276209925648e-85,0.9738562091503268,0.0680080482897384,0.9058481608605884,20.0,142.9589095301745,primary: pct_in >= 0.20
5,NK cells,2,FGFBP2,6.923403,1.1847349097532011e-70,0.8954248366013072,0.0615694164989939,0.8338554201023133,20.0,115.46234234205232,primary: pct_in >= 0.20
5,NK cells,3,GNLY,7.358587,2.0515029702828592e-72,0.915032679738562,0.1348088531187122,0.7802238266198498,20.0,114.82689815310161,primary: pct_in >= 0.20
5,NK cells,4,PRF1,6.527348,9.805124812101754e-83,0.9673202614379084,0.1062374245472837,0.8610828368906247,20.0,112.4117466642469,primary: pct_in >= 0.20
5,NK cells,5,NKG7,6.985301,4.393452119594913e-88,1.0,0.255533199195171,0.744466800804829,20.0,104.00649376257546,primary: pct_in >= 0.20
5,NK cells,6,CST7,5.5199547,6.49860554344961e-76,0.9673202614379084,0.1488933601609658,0.8184269012769426,20.0,90.35358840620191,primary: pct_in >= 0.20
5,NK cells,7,SPON2,6.3301244,5.1064317909269025e-48,0.738562091503268,0.0394366197183098,0.6991254717849582,20.0,88.51102415214952,primary: pct_in >= 0.20
5,NK cells,8,GZMA,5.4791713,2.61752423505552e-74,0.954248366013072,0.1509054325955734,0.8033429334174985,20.0,88.03307089677938,primary: pct_in >= 0.20
5,NK cells,9,CCL4,5.4314337,4.8982871491695384e-45,0.7450980392156863,0.0748490945674044,0.6702489446482819,20.0,72.80825410704226,primary: pct_in >= 0.20
5,NK cells,10,CTSW,4.6893544,1.0055097042758711e-75,0.9869281045751634,0.2571428571428571,0.7297852474323063,20.0,68.44443322203549,primary: pct_in >= 0.20
6,Activated/transitional T cells,1,CCL5,2.067858,3.022016116157265e-05,0.5234375,0.3059760956175298,0.2174614043824702,4.519703223934946,2.03241700338614,primary: pct_in >= 0.20
6,Activated/transitional T cells,2,IL32,1.3779407,2.0332267820036543e-06,0.765625,0.5414342629482072,0.22419073705179282,5.691814178332015,1.7583240078907552,primary: pct_in >= 0.20
6,Activated/transitional T cells,3,CD3D,1.3333517,6.311239606536858e-07,0.71875,0.5099601593625498,0.2087898406374502,6.199885331499849,1.725987868934483,primary: pct_in >= 0.20
6,Activated/transitional T cells,4,RPL23A,0.4245826,0.0001431691946316,1.0,0.9908366533864542,0.009163346613545786,3.8441504180667563,0.014956042121019478,primary: pct_in >= 0.20
6,Activated/transitional T cells,5,RPS3,0.4754256,2.874727576900978e-07,1.0,0.995617529880478,0.004382470119521975,6.541403304871523,0.013629265538512465,primary: pct_in >= 0.20
6,Activated/transitional T cells,6,RPS12,0.38951433,0.0011295125685659,1.0,0.993227091633466,0.006772908366533992,2.9471089321376454,0.00777490029456444,primary: pct_in >= 0.20
6,Activated/transitional T cells,7,MALAT1,0.90225136,3.3012577698330853e-19,1.0,0.999601593625498,0.00039840637450194727,18.48132056362927,0.006643345264194663,primary: pct_in >= 0.20
6,Activated/transitional T cells,8,RPS25,0.43936184,0.0001170848509185,0.984375,0.9808764940239044,0.0034985059760955783,3.9314992926996872,0.0060431469678657755,primary: pct_in >= 0.20
6,Activated/transitional T cells,9,RPS14,0.3268242,0.0005302522421932,1.0,0.995617529880478,0.004382470119521975,3.275517486375615,0.004691514821823946,primary: pct_in >= 0.20
6,Activated/transitional T cells,10,RPL13,0.35512033,0.0002124474076065,1.0,0.997211155378486,0.002788844621513964,3.6727485640287436,0.003637399910141219,primary: pct_in >= 0.20
7,Naive/resting T cells,1,CCR7,2.8966832,1.7627855813045156e-44,0.54,0.1256855575868373,0.41431444241316273,20.0,24.002753697111523,primary: pct_in >= 0.20
7,Naive/resting T cells,2,CD3D,1.829257,1.5051869116857028e-39,0.86,0.4501828153564899,0.4098171846435101,20.0,14.993219074588666,primary: pct_in >= 0.20
7,Naive/resting T cells,3,LDHB,1.8959795,1.3787548038729649e-73,0.9533333333333334,0.6179159049360147,0.3354174283973187,20.0,12.718891363680683,primary: pct_in >= 0.20
7,Naive/resting T cells,4,PRKCQ-AS1,2.2133627,1.508664954598353e-19,0.3977777777777778,0.1215722120658135,0.2762055657119643,18.82140719794822,11.50633736025499,primary: pct_in >= 0.20
7,Naive/resting T cells,5,NOSIP,1.7067536,2.4131428997325073e-35,0.6911111111111111,0.3752285191956124,0.3158825919154987,20.0,10.782675018582168,primary: pct_in >= 0.20
7,Naive/resting T cells,6,CD7,1.6040039,1.4235422315506024e-26,0.6422222222222222,0.3112431444241316,0.33097907779809066,20.0,10.617834632130815,primary: pct_in >= 0.20
7,Naive/resting T cells,7,CD3E,1.5500287,3.1388994758991994e-30,0.7644444444444445,0.4282449725776965,0.336199471866748,20.0,10.42237660636604,primary: pct_in >= 0.20
7,Naive/resting T cells,8,PIK3IP1,1.7662108,8.355854861966902e-21,0.4866666666666667,0.2033820840950639,0.2832845825716028,20.0,10.006805784229133,primary: pct_in >= 0.20
7,Naive/resting T cells,9,LEF1,2.0014858,7.65441201023509e-15,0.3644444444444444,0.1243144424131627,0.2401300020312817,14.116088164928895,6.78442897016866,primary: pct_in >= 0.20
7,Naive/resting T cells,10,C6orf48,1.3390005,9.591401709290189e-30,0.7555555555555555,0.5022851919561243,0.2532703635994312,20.0,6.782582869896404,primary: pct_in >= 0.20
8,Platelets,1,PPBP,13.376807,5.940329795290688e-06,1.0,0.0247430529120669,0.9752569470879331,5.226189443183966,68.17994743964287,primary: pct_in >= 0.20
8,Platelets,2,PF4,12.977622,5.940329795290688e-06,1.0,0.0114198705748001,0.9885801294251999,5.226189443183966,67.04897537540963,primary: pct_in >= 0.20
8,Platelets,3,GNG11,12.698402,5.940329795290688e-06,1.0,0.0102778835173201,0.9897221164826799,5.226189443183966,65.6821704004705,primary: pct_in >= 0.20
8,Platelets,4,SDPR,12.011179,5.940329795290688e-06,1.0,0.0118005329272934,0.9881994670727066,5.226189443183966,62.03194561340757,primary: pct_in >= 0.20
8,Platelets,5,SPARC,11.213252,5.940329795290688e-06,1.0,0.0091358964598401,0.9908641035401599,5.226189443183966,58.067192130071696,primary: pct_in >= 0.20
8,Platelets,6,CD9,10.211339,5.940329795290688e-06,1.0,0.0255043776170536,0.9744956223829464,5.226189443183966,52.00531546683904,primary: pct_in >= 0.20
8,Platelets,7,GP9,12.469261,3.0956055496800995e-05,0.9090909090909092,0.00228397411496,0.9068069349759492,4.509254383425543,50.98709684826319,primary: pct_in >= 0.20
8,Platelets,8,ITGA2B,12.441929,3.0956055496800995e-05,0.9090909090909092,0.0019033117624666,0.9071875973284426,4.509254383425543,50.896692280826066,primary: pct_in >= 0.20
8,Platelets,9,HIST1H2AC,9.829602,5.940329795290688e-06,1.0,0.0319756376094404,0.9680243623905596,5.226189443183966,49.728730141790365,primary: pct_in >= 0.20
8,Platelets,10,NRGN,9.031865,5.940329795290688e-06,1.0,0.0277883517320137,0.9722116482679863,5.226189443183966,45.89056513665057,primary: pct_in >= 0.20
