leiden,cells,percent
0,864,20.724394339170065
1,509,12.209162868793475
2,162,3.8858239385943874
3,1050,25.185895898296955
4,569,13.64835692012473
5,34,0.8155432957543776
6,605,14.511873350923484
7,44,1.0554089709762533
8,190,4.557447829215639
9,107,2.5665627248740703
10,35,0.8395298632765651
