gene,mean_log_normalized_expression,fraction_of_cells_expressing
KCNAB2,0.205136,0.15903094267210363
SEC63,0.2050265,0.15879107699688175
RPIA,0.20497698,0.16166946509954425
DDX39A,0.20490704,0.15975053969776926
RPS6KA1,0.2048439,0.15975053969776926
PMF1,0.20483121,0.160230271048213
ANAPC15,0.20467351,0.15975053969776926
FDFT1,0.20459944,0.1599904053729911
NUDT16L1,0.20455751,0.15975053969776926
LARS,0.2044871,0.1611897337491005
ZBTB8OS,0.20444216,0.156392420244663
DNTTIP2,0.2042992,0.16094986807387862
ASCC2,0.20402086,0.1599904053729911
SNHG9,0.20391802,0.1561525545694411
EIF4E,0.20375992,0.160230271048213
MID1IP1,0.20347233,0.15951067402254737
CLEC4A,0.20315632,0.14295994243223795
TMEM126B,0.203086,0.15951067402254737
PYM1,0.20305343,0.16047013672343488
GLRX3,0.20304015,0.1614295994243224
NFE2L2,0.20300253,0.15903094267210363
MRPS26,0.2029631,0.15951067402254737
STOML2,0.20289636,0.16190933077476613
PHF11,0.2027834,0.15807147997121612
SCNM1,0.20276709,0.15759174862077235
RSU1,0.20274724,0.15951067402254737
UBL3,0.20274408,0.1614295994243224
HDAC2,0.20271358,0.15783161429599424
TIMM17B,0.2025698,0.15951067402254737
LAGE3,0.2024966,0.1571120172703286
PRNP,0.2022481,0.15903094267210363
CWF19L2,0.2021351,0.1513552410650036
FKBP3,0.20201054,0.1573518829455505
DUSP23,0.20194097,0.1561525545694411
OPTN,0.20186037,0.1482369872871192
IKZF3,0.20174856,0.14775725593667546
UBE2R2,0.201645,0.158311345646438
IGSF6,0.2014788,0.13672343487646918
KLHDC2,0.20146401,0.15591268889421925
SND1,0.20134047,0.16047013672343488
NHSL2,0.20129983,0.16047013672343488
TMEM183A,0.20106865,0.15543295754377548
VPS4B,0.20103422,0.15471336051810985
UBE2A,0.20090312,0.15783161429599424
MAZ,0.2008532,0.15759174862077235
MRPS5,0.20082554,0.1573518829455505
ASNA1,0.20080483,0.16047013672343488
MTRNR2L12,0.20078503,0.15807147997121612
CHMP2B,0.20075668,0.1573518829455505
SPOP,0.2007136,0.15783161429599424
UBTF,0.20067485,0.15423362916766611
CTDSP2,0.20055138,0.1573518829455505
RGS14,0.20047615,0.15903094267210363
KRR1,0.20044143,0.15543295754377548
CCDC57,0.20040536,0.1592708083473255
TPGS1,0.20027469,0.158311345646438
PARP8,0.20012796,0.15303430079155672
CNOT2,0.19988228,0.15567282321899736
EIF4EBP1,0.19972973,0.15063564403933796
WDR82,0.1996616,0.15567282321899736
LIPA,0.19958407,0.15783161429599424
EIF4E2,0.1995588,0.1571120172703286
TRMT1,0.19954641,0.15471336051810985
HEXA,0.19943668,0.15567282321899736
SHARPIN,0.19936575,0.15759174862077235
DNMT1,0.19936289,0.15423362916766611
BIRC6,0.19932562,0.15519309186855362
NDUFV3,0.19924532,0.15279443511633486
SAFB2,0.19893941,0.15567282321899736
RAB4A,0.19890119,0.15855121132165986
POLR2B,0.19883771,0.15471336051810985
ERCC1,0.19879183,0.1573518829455505
IFNGR1,0.19875982,0.15087550971455985
MATK,0.19865173,0.13072679299592227
AATF,0.19863872,0.1599904053729911
ODF2L,0.19859819,0.15111537538978173
RAB1A,0.19846022,0.156392420244663
AHSA1,0.19839366,0.15447349484288797
NELFE,0.19816813,0.15783161429599424
SAMD3,0.1980957,0.13696330055169106
RNF44,0.19806889,0.1513552410650036
PLAUR,0.19786856,0.1374430319021348
RAB6A,0.19769134,0.1561525545694411
URI1,0.19766173,0.15543295754377548
IFT20,0.19759722,0.15495322619333174
NXT1,0.19758508,0.1561525545694411
MARK3,0.19743419,0.15495322619333174
ADAM10,0.19740658,0.15519309186855362
SMIM19,0.19731028,0.15279443511633486
TM9SF2,0.19727413,0.15519309186855362
UHMK1,0.19724195,0.15423362916766611
PLEKHO1,0.19715104,0.15303430079155672
ODC1,0.19709727,0.1535140321420005
AIDA,0.19680096,0.15159510674022547
LINC00152,0.19679408,0.14607819621012233
COX19,0.19678457,0.15447349484288797
RIOK3,0.19654445,0.1535140321420005
LAIR1,0.19651397,0.1491964499880067
FBXL15,0.19623634,0.15663228591988487
TMEM141,0.19617204,0.15399376349244423
MRPL42,0.19616902,0.15447349484288797
RNF5,0.1959421,0.15423362916766611
MORF4L2,0.19589789,0.1561525545694411
ZMYM2,0.19587328,0.15471336051810985
ADK,0.19571927,0.14871671863756297
COPS5,0.19567542,0.1561525545694411
SAMD9,0.19567208,0.15015591268889422
HSF1,0.19556727,0.15375389781722235
STMN1,0.19544657,0.14463900215879108
ARHGEF2,0.19527814,0.15303430079155672
SLC25A11,0.19519751,0.15423362916766611
ZNF800,0.19499251,0.1513552410650036
DDX39B,0.19495842,0.15255456944111298
EFCAB14,0.19494674,0.15255456944111298
GZMB,0.19491068,0.09570640441352843
NCBP2-AS2,0.19487749,0.15471336051810985
EPB41,0.19476825,0.15087550971455985
DEGS1,0.19473194,0.15471336051810985
UBE2J2,0.19471411,0.156392420244663
ARID5A,0.19468251,0.15183497241544736
GPCPD1,0.19462328,0.14511873350923482
LINC00926,0.19451748,0.11513552410650035
AP1M1,0.1944901,0.1513552410650036
SLC7A7,0.19440657,0.13912209162868794
KRAS,0.19433212,0.15255456944111298
CDA,0.1943292,0.1355241065003598
STK38,0.19432561,0.1503957783641161
HIST1H1C,0.19426242,0.1453585991844567
APOL3,0.19425872,0.15303430079155672
UBE2F,0.19422151,0.15255456944111298
IFI35,0.19411945,0.15303430079155672
NABP1,0.19405754,0.15159510674022547
RBM5,0.19400792,0.15111537538978173
TMUB1,0.19393809,0.15375389781722235
ESF1,0.19392727,0.1453585991844567
USP8,0.19374526,0.14871671863756297
POLD4,0.19372876,0.1523147037658911
AZIN1,0.19357127,0.15063564403933796
NUDT5,0.19352224,0.1532741664667786
DDIT4,0.19351445,0.1434396737826817
PDE7A,0.19343789,0.14799712161189735
VTI1B,0.19339427,0.15303430079155672
SNRNP40,0.19333631,0.15591268889421925
ABCE1,0.19322337,0.15399376349244423
NMI,0.19315985,0.15423362916766611
SF3A2,0.19313687,0.15303430079155672
OXLD1,0.19304396,0.15303430079155672
COA1,0.19303116,0.15255456944111298
SREK1IP1,0.19302788,0.14895658431278483
SLC25A45,0.19301765,0.14655792756056607
MRPL47,0.19298033,0.15543295754377548
IFNAR2,0.19287995,0.1503957783641161
PTK2B,0.19286801,0.1513552410650036
PRPF31,0.19286276,0.15279443511633486
SLBP,0.19277878,0.15183497241544736
C19orf25,0.19272406,0.1503957783641161
LAMP2,0.1926591,0.14799712161189735
BCL7B,0.19264117,0.15303430079155672
TGFBR2,0.19260773,0.14967618133845048
LY9,0.19258244,0.14487886783401296
SMARCC1,0.19256519,0.1491964499880067
SNX5,0.19252299,0.15087550971455985
EIF4EBP2,0.19250023,0.14775725593667546
ZNF394,0.19246554,0.15111537538978173
TTC17,0.19227412,0.1484768529623411
TXK,0.1922143,0.14080115135524107
SMG1,0.19205604,0.1484768529623411
PPM1B,0.19195174,0.15111537538978173
IRS2,0.19183166,0.1434396737826817
FAM177A1,0.1917728,0.14871671863756297
MFSD10,0.19176912,0.14775725593667546
EAF2,0.19175069,0.1304869273207004
LYL1,0.19156909,0.14487886783401296
STARD7,0.19156903,0.15303430079155672
CCAR1,0.19152214,0.14871671863756297
PIK3CD,0.19151089,0.14799712161189735
PAFAH1B1,0.19144595,0.15063564403933796
SENP6,0.1914284,0.15015591268889422
ATP6AP1,0.19135845,0.1513552410650036
FGFBP2,0.1912903,0.09138882225953467
TRAPPC4,0.19124596,0.1503957783641161
TSNAX,0.19124208,0.15087550971455985
BRMS1,0.1910631,0.15183497241544736
TM2D1,0.19102558,0.14967618133845048
PTGER2,0.19100653,0.14104101703046293
ILK,0.19099353,0.15111537538978173
MTERF4,0.19097972,0.14607819621012233
NUB1,0.1908955,0.14871671863756297
CSNK1D,0.19083317,0.1523147037658911
RAB27A,0.19073907,0.1441592708083473
ISCA1,0.19062723,0.14703765891100984
PYHIN1,0.19055666,0.13072679299592227
TNFRSF1A,0.19044586,0.14655792756056607
SLC44A2,0.19037835,0.14775725593667546
PITPNC1,0.19033818,0.14463900215879108
STMN3,0.19023317,0.1443991364835692
SUGT1,0.19008774,0.1523147037658911
BDP1,0.19004817,0.1455984648596786
DNAJB11,0.18988226,0.14895658431278483
NRDC,0.18985073,0.14967618133845048
CTDNEP1,0.18979266,0.15015591268889422
ZNF106,0.18958735,0.14751739026145358
PPA2,0.18954007,0.15087550971455985
CCDC66,0.18950377,0.14583833053490045
CNTRL,0.18940276,0.14751739026145358
NASP,0.18940227,0.1482369872871192
UBQLN1,0.1893502,0.15087550971455985
KMT2A,0.18930304,0.14799712161189735
ABCF1,0.18927677,0.1482369872871192
CCSER2,0.18922596,0.14607819621012233
UBE2K,0.18919972,0.14775725593667546
STRA13,0.1891922,0.1484768529623411
NAE1,0.18918352,0.14583833053490045
IQGAP2,0.18907443,0.14511873350923482
RB1CC1,0.18893564,0.14367953945790357
LUC7L2,0.18872748,0.1455984648596786
DOCK2,0.18860659,0.14871671863756297
NLRP1,0.18857747,0.14871671863756297
RIN3,0.18842807,0.1482369872871192
ACTR10,0.18842143,0.1491964499880067
INTS10,0.18842074,0.14991604701367234
CNIH4,0.18822004,0.1443991364835692
NAA20,0.18821144,0.15063564403933796
MTMR14,0.18821046,0.1513552410650036
CSRNP1,0.18818884,0.1463180618853442
CHD4,0.18814258,0.14583833053490045
PLD3,0.18813892,0.14607819621012233
PFDN6,0.18794069,0.14871671863756297
NCK1,0.18792756,0.1482369872871192
SLU7,0.18787086,0.14727752458623172
MRPL21,0.187846,0.14679779323578795
TPD52,0.18773116,0.1376828975773567
FASTK,0.18764493,0.1482369872871192
UFD1L,0.18758681,0.14871671863756297
SELM,0.18750365,0.1453585991844567
USP34,0.18745562,0.1455984648596786
PSMD2,0.18735702,0.15015591268889422
GPBP1L1,0.18718188,0.14799712161189735
SNRNP27,0.18714112,0.14727752458623172
OGT,0.18703067,0.14607819621012233
MKNK2,0.1869571,0.14703765891100984
CPPED1,0.18681036,0.13480450947469416
DNAJC3,0.18681031,0.1434396737826817
COX20,0.18678111,0.14679779323578795
KRCC1,0.18667006,0.14272007675701606
ZSCAN16-AS1,0.18663315,0.1441592708083473
AK2,0.18657182,0.14775725593667546
PARP14,0.18654397,0.14104101703046293
CEBPZ,0.18635857,0.1443991364835692
USE1,0.18626519,0.1453585991844567
DNAJA2,0.18620704,0.14703765891100984
EMC3,0.18617566,0.14751739026145358
SULT1A1,0.18611293,0.13936195730390982
PLEKHF2,0.18600565,0.13888222595346605
TMEM205,0.18593936,0.14319980810745983
TMEM203,0.18575518,0.14463900215879108
GPAA1,0.18570131,0.14679779323578795
PPIE,0.18569814,0.14511873350923482
B3GAT3,0.18559438,0.14655792756056607
MRPS16,0.18558002,0.15063564403933796
CEP350,0.18549918,0.14463900215879108
NT5C3A,0.18545957,0.14080115135524107
NCR3,0.18541013,0.125449748141041
EIF2AK1,0.18539104,0.14583833053490045
CCDC124,0.1853828,0.14751739026145358
TMX4,0.18535112,0.14367953945790357
COA3,0.1852834,0.14871671863756297
TMPO,0.18516786,0.14583833053490045
MT-ND6,0.1851232,0.14463900215879108
HIST1H1E,0.18508157,0.13984168865435356
AFF4,0.18502201,0.14391940513312546
EMD,0.18501128,0.1455984648596786
ZNF638,0.18493156,0.1455984648596786
ZNF22,0.18486878,0.14272007675701606
RP11-796E2.4,0.18470356,0.1412808827056848
DNPEP,0.18464111,0.14583833053490045
SERINC3,0.1843144,0.14583833053490045
FAM120A,0.1843127,0.14319980810745983
CLDND1,0.18427363,0.14176061405612858
CEBPZOS,0.18426359,0.1434396737826817
BORCS7,0.18418099,0.14319980810745983
CD83,0.18413505,0.1374430319021348
SDHAF2,0.18409927,0.1434396737826817
C5orf56,0.18401846,0.1405612856800192
RAB14,0.18390627,0.14391940513312546
ELF2,0.18375097,0.14655792756056607
SDF2,0.18366936,0.1443991364835692
ITGAE,0.1836039,0.14272007675701606
PRPF8,0.1834632,0.14487886783401296
UBE3A,0.18345852,0.14319980810745983
NOC2L,0.18340985,0.1441592708083473
SQRDL,0.18334147,0.14607819621012233
PLPP5,0.1832878,0.12065243463660351
TOMM5,0.18326747,0.14319980810745983
CHRAC1,0.1831677,0.14367953945790357
SMAD2,0.1831301,0.14367953945790357
PPP2R5A,0.1831118,0.14224034540657232
CRTAP,0.18304165,0.1403214200047973
KIAA1033,0.18302448,0.1412808827056848
CHTOP,0.18300973,0.14367953945790357
RNF125,0.18288915,0.14080115135524107
REXO2,0.18287787,0.1434396737826817
RBM42,0.18285257,0.14463900215879108
BCL7C,0.18269889,0.14200047973135044
TSR3,0.18260376,0.14391940513312546
ATF7IP2,0.1825597,0.14224034540657232
HDAC7,0.18232217,0.14080115135524107
ATP6V1B2,0.18227212,0.13864236027824417
NIFK,0.1822343,0.14391940513312546
CARD19,0.18223163,0.14295994243223795
PLBD1,0.18221852,0.1256896138162629
TMF1,0.18218668,0.14224034540657232
SEC31A,0.18214118,0.14272007675701606
CNOT4,0.18206584,0.13984168865435356
COPS2,0.18178771,0.14295994243223795
MFSD1,0.18175821,0.13888222595346605
UQCC2,0.18170522,0.14391940513312546
ARL2,0.18165651,0.14487886783401296
NUDT22,0.1815228,0.14391940513312546
SRPRA,0.18146811,0.14272007675701606
ORAI2,0.18138297,0.12880786759414728
SAP30BP,0.18123686,0.1412808827056848
MRPL28,0.18117988,0.14295994243223795
ATF7IP,0.18111251,0.13888222595346605
CD300A,0.18105093,0.1355241065003598
SCFD1,0.18078497,0.1412808827056848
TMED5,0.18062676,0.1415207483809067
TUBGCP2,0.18059573,0.14176061405612858
PILRB,0.18059285,0.13504437514991605
RP11-138A9.1,0.18054365,0.13576397217558167
NSRP1,0.18019928,0.13888222595346605
LPAR6,0.18011907,0.13720316622691292
ATP6V0E2,0.18009862,0.14080115135524107
PICALM,0.18000098,0.13504437514991605
EIF4A3,0.1799864,0.1412808827056848
LMBRD1,0.1799661,0.1403214200047973
C22orf39,0.17996518,0.14080115135524107
PDCD6IP,0.17986846,0.1424802110817942
LAP3,0.1798135,0.1384024946030223
CREBRF,0.17952159,0.1405612856800192
ZFAND2B,0.17935874,0.14080115135524107
STX16,0.17931472,0.13816262892780043
CD22,0.17928782,0.11297673302950348
ARPP19,0.17923595,0.13936195730390982
RB1,0.17923027,0.14080115135524107
CYB5B,0.17921253,0.14008155432957545
ARRDC1,0.17918676,0.14080115135524107
MESDC2,0.17899421,0.1403214200047973
IL10RB,0.17883062,0.14080115135524107
SYNE1,0.17875358,0.13600383785080356
ZDHHC12,0.17864841,0.1424802110817942
PBRM1,0.17855823,0.13888222595346605
SYK,0.17835817,0.13528424082513793
VKORC1,0.17822473,0.14200047973135044
CD5,0.17820598,0.13576397217558167
PRKACB,0.17811936,0.13504437514991605
ACTN4,0.17794827,0.13936195730390982
PEPD,0.17790085,0.1441592708083473
MYO9B,0.17785443,0.14080115135524107
SVBP,0.17782941,0.13888222595346605
MRPS35,0.1777288,0.14319980810745983
ABT1,0.17760834,0.13984168865435356
IVNS1ABP,0.17758937,0.13816262892780043
WDR61,0.17754935,0.14176061405612858
RBM22,0.17728476,0.13912209162868794
NMRK1,0.17722677,0.13864236027824417
DPYSL2,0.17722277,0.13168625569680978
MALT1,0.17717455,0.1376828975773567
ZCCHC7,0.17710456,0.1333653154233629
CCNC,0.17704679,0.13864236027824417
TATDN1,0.17666411,0.13888222595346605
TSN,0.1766197,0.13984168865435356
SMAP1,0.17647469,0.1374430319021348
CXXC5,0.17641652,0.12185176301271287
ALG5,0.17631945,0.1384024946030223
DPM1,0.1762816,0.1405612856800192
FAM102A,0.17625794,0.1355241065003598
GZMH,0.17622235,0.08659150875509715
PRDM2,0.17609912,0.1355241065003598
VPS4A,0.1760174,0.13864236027824417
DHX9,0.1759989,0.13888222595346605
RSBN1,0.17586061,0.13672343487646918
APOA1BP,0.17584838,0.13912209162868794
NDUFA7,0.17579597,0.14008155432957545
PSMD3,0.17577514,0.1424802110817942
MAP3K1,0.17563629,0.13720316622691292
STX8,0.17563121,0.1384024946030223
GCHFR,0.17559107,0.13192612137203166
GIMAP6,0.17554128,0.1374430319021348
TSSC4,0.1755232,0.13912209162868794
ITPA,0.1754531,0.1412808827056848
PNKP,0.17535211,0.13624370352602544
C12orf10,0.17530912,0.1424802110817942
KLF10,0.17530023,0.12329095706404414
PMVK,0.17523593,0.1412808827056848
BLVRA,0.1751065,0.13480450947469416
CEP57,0.17508471,0.13936195730390982
ZNF524,0.17505263,0.13864236027824417
RAB29,0.17480095,0.13168625569680978
AP3D1,0.17478675,0.1376828975773567
GORASP2,0.17476775,0.13984168865435356
HTATSF1,0.17468658,0.14008155432957545
KMT2C,0.17467965,0.13672343487646918
RGS18,0.17453031,0.12257136003837851
TM9SF3,0.17442475,0.13720316622691292
AP2B1,0.17440091,0.13624370352602544
ANKRD13A,0.17438751,0.13816262892780043
EMC6,0.17431404,0.13936195730390982
DDRGK1,0.17417587,0.1376828975773567
FHIT,0.17414062,0.12257136003837851
ZC3H11A,0.17406976,0.13504437514991605
SURF4,0.1739047,0.13480450947469416
PLEKHB2,0.17384563,0.13672343487646918
RBM26,0.17379615,0.1374430319021348
CDIPT,0.17378365,0.13792276325257855
ACTR1B,0.17376357,0.13528424082513793
C16orf72,0.17374906,0.1345646437994723
XRN1,0.17371915,0.13576397217558167
NAPRT,0.17368937,0.13504437514991605
MTCH2,0.17360836,0.1376828975773567
CDC123,0.1735609,0.13888222595346605
TNFRSF25,0.17342602,0.1326457183976973
HELZ,0.17340659,0.13288558407291917
OGFRL1,0.17334615,0.12832813624370354
UROS,0.17307134,0.13936195730390982
CUEDC2,0.172958,0.1405612856800192
R3HDM2,0.17288099,0.13480450947469416
MGST1,0.17286725,0.11609498680738786
SMIM20,0.1728672,0.13624370352602544
USP1,0.17244813,0.1374430319021348
NMT2,0.17243381,0.12808827056848165
KLHDC3,0.17228685,0.1374430319021348
NUDT3,0.17217591,0.13528424082513793
DERL1,0.17209396,0.1345646437994723
DYNLT3,0.17204827,0.13600383785080356
TAF11,0.17195274,0.13312544974814103
UBQLN2,0.17194185,0.13504437514991605
MLX,0.17187284,0.1376828975773567
NAIP,0.17179179,0.125449748141041
ORMDL2,0.17166582,0.13480450947469416
YIF1A,0.1716237,0.13888222595346605
IFNAR1,0.17157246,0.13624370352602544
UNC119,0.17136808,0.1345646437994723
DNAJC10,0.17133729,0.13192612137203166
TNFRSF13C,0.17130588,0.11201727032861597
FYTTD1,0.17127882,0.13408491244902854
TESPA1,0.17116433,0.13288558407291917
CAND1,0.17109402,0.1333653154233629
BAZ1B,0.17109221,0.13504437514991605
GAPT,0.17092009,0.12449028544015352
POP5,0.17091708,0.1333653154233629
RNF138,0.1707938,0.13720316622691292
CCDC91,0.17076063,0.1333653154233629
IL2RB,0.17067185,0.10769968817462221
ARID1A,0.17064258,0.13384504677380668
STAU1,0.17058408,0.13528424082513793
PRKAG1,0.17057556,0.13504437514991605
NFATC2IP,0.17055804,0.13312544974814103
TSR2,0.17051823,0.13432477812425042
MRPL1,0.17049116,0.1297673302950348
CLEC12A,0.17048556,0.11993283761093787
GBAS,0.17044453,0.13600383785080356
ME2,0.17041603,0.13504437514991605
SEC22B,0.1704118,0.1304869273207004
MRPL40,0.17033695,0.1345646437994723
ZNF292,0.17030917,0.13120652434636604
BSDC1,0.17030603,0.13504437514991605
FLII,0.17030263,0.13888222595346605
PNPLA8,0.17021465,0.1324058527224754
FAM89B,0.17018728,0.1336051810985848
COX11,0.17007591,0.1355241065003598
SMCO4,0.16994977,0.12904773326936916
EPS15,0.16991171,0.1326457183976973
RUNX3,0.169747,0.12688894219237226
SIRT7,0.1696954,0.13408491244902854
FAM134A,0.16968215,0.13384504677380668
ACADM,0.16966449,0.13624370352602544
BLOC1S6,0.16964826,0.13120652434636604
FUBP1,0.16964737,0.1326457183976973
MAP3K2,0.16964428,0.13168625569680978
ZNF148,0.16958173,0.13120652434636604
CRTC3,0.16948159,0.13408491244902854
COPS3,0.16944617,0.1364835692012473
CFAP97,0.16937993,0.1326457183976973
NUDT1,0.16935104,0.1336051810985848
SGK1,0.16918911,0.119692971935716
RAB32,0.16918021,0.12089230031182538
SAFB,0.16916776,0.1333653154233629
FLOT2,0.16915105,0.1333653154233629
PPP2R5E,0.16910805,0.1324058527224754
NBPF19,0.16909465,0.13192612137203166
ZNF24,0.16906781,0.13192612137203166
RBM38,0.16896376,0.13024706164547853
ZNRD1,0.16895285,0.13432477812425042
CLINT1,0.16891041,0.1324058527224754
ARF3,0.16884351,0.1345646437994723
PWP1,0.16869181,0.1326457183976973
WDR45,0.16868308,0.13096665867114415
MT1X,0.16867591,0.1295274646198129
DCAF7,0.16865705,0.1336051810985848
U2AF1L4,0.16861358,0.13312544974814103
ZBTB20,0.16860469,0.13120652434636604
MRPL22,0.16856144,0.1324058527224754
PSMC2,0.16855323,0.13600383785080356
BRD7,0.16851526,0.1324058527224754
COMMD9,0.16839854,0.13408491244902854
SBNO1,0.1683827,0.13216598704725355
ZNF791,0.16836762,0.13072679299592227
U2AF2,0.16832007,0.13408491244902854
CYB5R3,0.16829272,0.1345646437994723
KMT2E-AS1,0.16826831,0.1304869273207004
B4GALT1,0.16826129,0.12784840489325977
NOB1,0.16825463,0.13408491244902854
HPS1,0.16820027,0.13528424082513793
ITM2C,0.16811635,0.117774046533941
ACAT1,0.16801047,0.13120652434636604
ZNF652,0.16757347,0.12592947949148478
ZNF511,0.16753444,0.1333653154233629
MAPKAPK5-AS1,0.16740143,0.13288558407291917
LETMD1,0.16732793,0.13192612137203166
TMEM208,0.16729853,0.13312544974814103
RFC1,0.16728428,0.12880786759414728
CUL3,0.16725723,0.1304869273207004
TSG101,0.16722733,0.1345646437994723
EXOSC1,0.16716994,0.1326457183976973
CPSF6,0.166837,0.1324058527224754
PLK3,0.1667246,0.1304869273207004
PPP1R10,0.16669516,0.13168625569680978
MEA1,0.16669315,0.1324058527224754
CRELD2,0.16668461,0.13192612137203166
TOP1,0.16667435,0.13216598704725355
RGL4,0.16660215,0.1297673302950348
MRPL12,0.16654545,0.13480450947469416
FO538757.2,0.16652922,0.13024706164547853
UBE2G1,0.16638818,0.1326457183976973
AC092580.4,0.16637115,0.11129767330295035
DPYD,0.16631564,0.12520988246581913
PSMD11,0.16623461,0.13384504677380668
BCAS4,0.16610879,0.12329095706404414
SF3A3,0.16591614,0.13288558407291917
CBFB,0.16591182,0.1336051810985848
ALG13,0.1658688,0.13120652434636604
NUDT21,0.16580236,0.13216598704725355
DERL2,0.165751,0.13144639002158792
BRWD1,0.16573769,0.12880786759414728
LEPROT,0.16548616,0.1285680019189254
CBWD1,0.16545197,0.12880786759414728
CD2BP2,0.16544469,0.1295274646198129
AMZ2,0.16535814,0.1297673302950348
CCDC88B,0.16529047,0.12928759894459102
TERF1,0.16526861,0.12784840489325977
