group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,expression_fraction_gap
0,RP11-1143G9.4,20.2282,4.9243064,5.528368400030546e-91,9.044963539289975e-87,0.9787234042553191,0.2564037534871925,0.7223196507681267
0,S100A8,20.157127,5.362037,2.3302269843576747e-90,1.9062421845537956e-86,1.0,0.5830585848338828,0.41694141516611716
0,LYZ,19.412848,5.131172,6.010240562922009e-84,3.2777848616655663e-80,0.9946808510638298,0.6084199847831601,0.3862608662806697
0,FTL,19.28519,2.7132497,7.152517998039212e-83,2.9255586741479886e-79,1.0,0.9951813340096374,0.004818665990362625
0,S100A9,19.194244,4.919293,4.134462115739904e-82,1.3528786935124115e-78,0.9893617021276596,0.6634542226730915,0.3259074794545681
0,FTH1,18.454472,1.9625252,4.800387725110152e-76,9.817392946315899e-73,1.0,0.9908698960182603,0.009130103981739746
0,S100A6,18.297617,2.5474076,8.644970318482204e-75,1.5715595486743038e-71,0.9946808510638298,0.8884098402231804,0.10627101084064938
0,CTSS,18.208015,3.4247608,4.458134288397326e-74,7.293953509246866e-71,0.9893617021276596,0.6015724067968552,0.3877892953308044
0,TYROBP,18.05357,3.9432013,7.395209466720912e-73,1.0082751840418403e-69,0.9840425531914894,0.4537154450925691,0.5303271080989203
0,S100A12,18.027124,4.398527,1.1933718160048936e-72,1.5019043293581589e-69,0.9148936170212766,0.21709358356581282,0.6978000334554637
0,MNDA,17.991041,4.092349,2.2901519940050746e-72,2.6763697695655017e-69,0.9148936170212766,0.24955617550088766,0.665337441520389
0,GPX1,17.523573,2.9421678,9.46869931449822e-69,9.11278761673561e-66,0.973404255319149,0.5419731169160538,0.4314311384030952
0,LST1,17.071815,3.4603622,2.405970100262077e-65,1.7892762186539928e-62,0.9521276595744681,0.38701496322597007,0.565112696348498
0,MT-CO2,16.87944,0.99819744,6.374658013735638e-64,4.345657490113699e-61,1.0,0.9979710880040579,0.0020289119959421287
0,CST3,16.81012,3.57552,2.0575607967526602e-63,1.346550087826811e-60,0.9946808510638298,0.5148364189703272,0.4798444320935026
0,NEAT1,16.535435,2.5882483,2.039010237004767e-61,1.2355646847272221e-58,0.9574468085106383,0.6583819426832361,0.2990648658274022
0,S100A4,16.505234,2.3673103,3.364244245816599e-61,1.965800003778763e-58,0.9893617021276596,0.8379406543241187,0.15142104780354093
0,FOS,16.445114,1.7427404,9.091188719374703e-61,4.958031287922984e-58,0.9893617021276596,0.9261983261476033,0.06316337598005628
0,VCAN,16.440138,3.8822184,9.86926656364857e-61,5.2087442015436856e-58,0.8404255319148937,0.19452193761095612,0.6459035943039375
0,CSTA,16.264725,3.608465,1.7565402257694673e-59,8.708713525398258e-57,0.8563829787234043,0.24093329951813341,0.6154496792052708
0,LGALS1,16.210144,3.1438942,4.275597685376511e-59,1.998658678012717e-56,0.9361702127659575,0.46436723307126554,0.4718029796946919
0,AIF1,15.99946,3.2652571,1.2888711799565372e-57,5.40697983981254e-55,0.925531914893617,0.37027643925944714,0.5552554756341699
0,FCN1,15.882977,3.4481628,8.313717930600634e-57,3.3175790015257797e-54,0.898936170212766,0.28658381942683236,0.6123523507859336
0,SRGN,15.805018,2.4040978,2.873048145503728e-56,1.1191890644901547e-53,0.9627659574468085,0.6213542987572914,0.34141165868951706
0,MT-CO1,15.570643,0.95617604,1.1524221091003493e-54,4.285176847043367e-52,1.0,0.9984783160030434,0.0015216839969566243
0,TYMP,15.294707,3.0684552,8.2933257594758355e-53,2.8268146406413365e-50,0.851063829787234,0.33172711133654575,0.5193367184506883
0,PSAP,15.003623,2.3611255,6.951838894238194e-51,2.1460195499741713e-48,0.9095744680851063,0.5744357088511286,0.33513875923397773
0,RGS2,14.874715,2.8321352,4.810269795018131e-50,1.4309240748416663e-47,0.8297872340425532,0.35125538929748923,0.47853184474506394
0,DUSP1,14.859474,1.582137,6.039737536718524e-50,1.7645740328259244e-47,0.9574468085106383,0.8861273142277454,0.07131949428289297
